Name,G
6.8,5
60-56,1
600th,1
61-47.,5
61-57,5
"62,",3
62-58,10
630,1
64-53,1
65,24
65-58.,3
65-61,1
65-65.,1
66-48,2
66-59.,1
66-62,1
"66-62,",1
66.,1
67-56,1
67-63,1
68-61.,1
68-64,1
"69,",3
69-65,4
69-all,1
69.9,2
6:01,1
6:15,3
6:50,2
6:57,1
7-2,1
"7-6,",1
7-9,2
"7-foot-1,",1
7-foot-2,2
7-for-12,2
7-of-12,1
7-point,1
7.6,3
70-70.,2
700,1
71-43.,1
"71-67,",1
71-88,1
72,38
72-54,5
72-68,2
72-hole,1
73-59.,1
73-69,1
73.,2
74-49,2
74-70,6
75-50,1
75-57,1
75-64,2
"76,",5
76-62.,1
76-65,11
76ers',2
76ers.,5
77-70.,1
77-73,3
"78-67,",1
78-74,5
79,27
79-44.,3
79-54,2
79-61,2
79-68,2
79-72.,1
"7:13,",1
7:23,1
7:30,1
7:58,1
8-0,15
8-foot-4,1
8-for-14,1
8.4,1
80-73.,1
80-76,7
805-win,1
81-70,6
81-77,1
"81-77,",1
82-71,2
"82-71,",2
82-78,1
82-82.,1
"83,",3
"83-79,",2
85.5,2
86,9
86-65.,1
86-82,1
"87-69,",1
87-80.,1
88-84,1
89-78,2
8:10,4
8:45,2
8:59,1
"9,",4
9-23,2
9-5,1
9-month-old,1
9-point,1
9.2,3
90-62.,1
90s.,1
92-50.,1
93,3
93-68,3
93-75,1
94-69,2
94-83,2
94-second,1
94.,3
95.6,1
952,1
96-43,4
9:18,1
9:25,2
9:46,2
AL,2
AS,4
BP,2
Be,1
C,7
D.,16
DC,1
DJ,2
EU,1
GO,2
HE,11
II,11
Is,5
J,1
K.,3
KJ,7
MY,4
NO,4
Oh,1
R.,10
RJ,31
TD,4
UH,2
We,221
X,6
_,1
aah,1
abdomin,1
abid,1
abilen,67
abl,187
abli,1
about.,9
abund,1
academy.,1
acc.,2
accept,28
accommod,1
accomplish.,1
accountability?,1
achiev,14
acknowledg,23
acrobat,2
"act,",1
"action,",5
activ,24
actor,10
"actually,",10
"added,",12
added:,3
addit,23
"adjust,",3
"adjustments,",2
administr,10
"admiration,",1
admissions-briberi,2
admitted:,3
advantag,118
"adventure,'",1
"adversity,",2
advis,7
advisori,1
affabl,1
affection,1
affluent,1
afterward,8
age-rel,1
age.,4
agent,14
"agent,",8
"agent/attorney,",1
aggies',7
aggies.,4
agnu,1
"ago,",61
ago:,5
"agreements,",1
agricultur,1
ahead,99
"ahead,",10
ahead:,1
ail,3
airball.,2
aislinn,2
"alas,",3
albany.,2
aleah,3
alert,4
alex,19
alexander-walk,2
alexi,8
ali.',1
all-big,17
all-mid-american,2
all-tim,54
all-too-familiar,2
all-whit,1
"allegations,",2
allen.,1
"alone,",7
"alumni,",1
always?,1
amass,2
ambassador,3
ambros,1
"ames,",6
"amin,",2
"ana,",1
"analysts,",1
"anchor,",1
and,375
andi,2
angle.,1
angry,1
"angry,",3
animals.,1
announcement.,1
anonym,2
anteaters',1
anterior,2
"antetokounmpo,",9
anthem,11
anti-trump,2
anticip,19
antipathi,1
anyone',2
anyone.,5
"app,",1
appar,19
"apparently,",2
appeal,17
appeal.,3
"appearances,",9
appet,1
appreciative.,1
approxim,8
apps.,1
arabian,1
"arc,",27
arcs.,2
are;,2
aren’t,4
argentinian,3
ariza,5
"ariza,",1
"arizona,",3
arm,12
art,7
ascend,3
asha,3
"aside,",2
"asimov,",4
asking:,1
"aspca,",1
aspir,4
assess,2
assistant',1
assistant.,1
assists),3
assists).,1
assur,7
athanasiou',1
athanasiou.,1
atlanta',6
atlanta.,4
atmosphere',2
"attention,",9
attrit,2
auburn,329
auburn',26
auburn.,21
augusta,8
auriemma’,3
"austin,",6
author,15
avenatti’,3
aveng,6
avenu,4
averag,332
averi,9
award,22
"award,",8
"away,",17
awe,4
awesome.,2
"baby,",2
"babylon,",1
back,544
"backcourt,",3
backfir,1
backside.,1
backward.,1
bader,11
"bader,",2
badger,14
bagley,22
bagley',2
bagley.,1
baird,4
baker,4
ball,297
"ball-handers,",2
bam,2
banked-in,1
banks.,1
barclay,1
"barely,",1
barroom,1
base,67
baskets.,5
bass,2
bat,7
bbc,1
be),1
"beat,",1
beat-down,2
"beatable,",2
beaver,37
"becoming,",1
beer,3
beetle,1
befit,1
before.,18
began,77
"began,",1
"begins,",1
begun.,2
behold.,1
belief,4
bell',1
bell.,1
bench,180
"bench,",27
bengaluru;,2
benlevi,2
berat,7
berni,2
bertz,1
beset,2
best-in-the-n,1
best-laid,1
beth,4
"bets,",3
bettor,4
beverag,1
beverli,1
bevi,2
"beyond,",2
bibl,1
bid.,13
"big,",8
big-nam,5
bigs.,3
billboard,1
birthdays:,1
bitter,2
bitterli,2
black-market,1
"blackkklansman,",1
blair-lewi,8
bledsoe',2
bledsoe.,2
"bleeding,",1
bliss,2
"bliss,",2
bloc.,1
bloomberg.,4
blow,25
blowout,25
bluder,7
blue,164
blueprint,1
bobblehead,1
bogut,7
"bogut,",3
bohannon’,1
bolston,3
bomb,3
"bonaventure,",1
book.,1
"boon,",1
booster,2
borgata,2
borrego,10
boss,6
bother,22
bottom,23
bottom.,1
bout,8
boy???,2
"boys,",2
brace,10
"brace,",1
"bracket,",24
bracket-styl,2
brad,4
bradi,13
bradley,67
brand',1
brand.,5
"brandi,",1
brandon,33
brandt,2
brasher.,1
brawl.,2
brazen,3
bre'amb,2
breakdown,3
"breakdowns,",1
breakthrough,8
breez,6
brenna,3
brent,1
"brexit,",1
brianna,11
bridg,16
brilliant,8
bristl,1
british,3
broad,3
brogdon,6
brondello,1
brook,38
brooklyn',2
brooklyn.,8
bros.,4
brothers.,4
brown’,2
bruise.,7
brunson.,5
brush,4
bu,9
"bubble,",3
"buchanan,",8
bucket,30
bucket.,1
bucknel,13
bucks',10
bucks.,12
buffalo',15
buffalo.,14
"building,",10
bulg,1
bullet,2
"bullies,",1
bulls',9
bulls.,6
bungl,1
burden.,2
"burned,",1
bursiti,1
"business,",6
busted.,2
buster,2
bustl,2
"but,",15
buzzer-b,12
"by,",1
c.k.,1
cabbil',1
caitlyn,1
cal',2
cal-irvin,1
cal.,2
"caldwell-pope,",1
"calendar,",1
calf,2
"caliber,",1
"calif.,",15
"calls,",1
calm,5
calmli,2
camera,11
campus,2
campus).,2
"canadian,",1
candidates.,2
capela,14
capit,31
captain,12
captiv,4
car,5
cardin,107
cardinal.,2
"cardinals,",2
career-high-ti,2
careers.,1
cari,4
carleton,9
carlson,2
carlson',1
carniv,1
carolin,2
"carolina,",40
carolina:,7
"carrington,",1
"carroll,",1
carter-william,3
carter.,5
"cases,",3
casino-industri,2
cassius.,2
cast,26
casual,9
catch-and-shoot,3
catchal,1
cause.,3
cba,4
"cbs,",20
cbs’,2
"ceased,",1
ceiling.,1
celebr,73
celebrate?,2
celebrity.,4
cell,3
cellphon,1
celtics),1
cent,1
centers.,1
central:,1
ceremony.,11
certain,19
chad,1
"challenging,",2
chance!!,1
chance.,11
chancellor,2
chances.,2
chang,125
changed.,4
changers.,1
channel,3
"chapter,",2
charact,17
characterist,2
"charged,",1
charging.,1
chariti,7
charles',1
charli,12
charm.,1
check,32
checkmat,1
chef,8
chemistri,7
chess,2
child,20
"child,",1
chippewa,6
choice),1
chosen,2
chri,76
christian.,6
cia,4
ciganda,3
citru,1
claesson,1
clank,5
"clarkson,",2
class;,1
classic,7
"classy,",1
clean,9
clear.,1
"client,",3
client’,1
clifford.,1
clinch,27
clinton.,1
clobber,2
clock).,1
cloud,5
clutch,13
cnn,3
"co-champion,",1
co-own,1
co-writ,1
coach?,2
coalitions.,1
coast,91
"coast,",9
coast:,2
"coasters,",1
cockpit,1
codi,13
cofer),3
coincid,3
colada,1
colin,1
"coliseum,",2
colleagues.,1
collier,40
collier?,1
collus,1
"columbia,",64
columbu,7
comfort,29
command,11
commiser,1
"commissioner,",1
common:,2
commonwealth),1
"community,",1
compact.,2
"company,",2
company:,2
comparison,4
comparison',1
comparison.,1
"competitive,",1
competitor.,3
complac,2
comprehend,2
"compromise,",1
concert.,2
conclusions.,1
concuss,4
condemn,2
"condos,",2
confer,521
"conference,",25
conferences;,2
"confidence,",5
"confident,",5
confus,5
congrat,2
connecticut,39
"consideration,",2
constantli,5
contact.,3
"contenders,",1
content,13
contenti,1
contentious.,1
contest.,15
continues.,2
contract.,6
contribut,95
contributor,5
control,75
conven,2
cook,9
cooking?!,2
cool.,11
coral,10
cordial,1
cori,8
"corosdale,",1
corrupt,20
"corruption,",1
corruption:,1
cost,13
costli,1
"cotton,",2
council,2
councilman',1
counselor,2
counter,13
"country,",32
country’,6
court;,1
cousins',1
coverag,17
covet,2
"covington,",2
cradl,1
craft,1
crazi,16
cream,1
creat,50
credit.,8
cri,6
critic,25
cronin,1
crosscourt,1
crowd,68
"crowd,",12
crucial,20
crucial.,1
crush',1
cuevas-moore',1
cumberland,4
cumberland.,1
cunningham,14
curri,87
"cycle,",2
cyclone-devast,1
d-wade,3
d-wade',1
da,3
dalla,62
damage.,5
dame',11
dame.,13
dame’,3
dan),1
dana,16
"dancer,",1
danger,10
daniels’,3
danjel,11
darren,3
dashrobtop,1
"data,",2
dave,31
"davenport,",1
david,71
dawkin,83
dawkins',5
dawkins’,1
"dayton,",12
de'anthoni,2
de-emphasi,1
dead,8
deafening.,1
deal.,4
dealt,13
dear,1
dearli,1
debauch,4
"decade,",4
decid,80
decisions.,3
decre,1
dedric',1
deem,2
deep-run,1
defeat.,4
defense-mind,2
degrom,1
dejon,4
"delaware,",2
dellavedova,5
demolit,1
deng,4
dennehy.,2
denni,8
depth,27
"depth,",3
design.,1
despis,1
determin,25
determined.,1
dethroned.,1
"detroit,",9
devil',2
"devils,",12
"diakite,",6
diamond,1
dick,1
dicki,1
dickinson,38
dictate.,1
didtler,1
"difficulty,",1
dim,1
direction?,1
disadvantage.,1
"disappointment,",2
disappointments.,1
disbelief.,3
disbelieving.,1
disciplin,7
discourag,5
"discussion,",3
dismal,3
dismantl,2
dismissal.,2
dispelled.,1
"dispute,",1
disrespect,3
"distinction,",1
district,20
diversity.,1
divis,124
division-lead,1
dleonhardt,1
do,6
do?,1
docket,1
"documentaries,",3
doggedli,1
"dogs,",1
dollar,15
dome.,1
domingo,1
dominick,1
"dominion,",6
dominion:,2
donaldson,1
donaven,1
doncic',1
doncic.,2
"done,",11
dontay,1
"doors,",2
dormitori,2
"dorsey,",1
"double-double,",5
double-overtim,3
double-team,9
doublehead,1
doubt,24
"doubt,",1
dove,1
downhill.,2
downs.,2
downtown.,1
draft.,30
drain,31
drake',2
drawback,2
drawn,10
dream.,4
dreamer,1
"dreams,",1
dreamt,1
dredg,1
drew',2
drew.,1
dribble.,2
"dribbling,",1
drink,2
"drives,",1
drown,4
due,51
duke,403
duke-michigan,2
dummi,1
duncan,17
dunk-fest,1
dunk.,11
dunnam,2
dunphi,7
durant?,1
dure,8
"dust,",1
dutcher,1
dwarf,1
dwindl,4
dynamo,2
dynasti,1
each.,12
eagles?,2
"ear,",3
earlier.,8
east),1
eastern,59
"eastside,",2
eaton,1
economi,1
educ,3
edward,124
edwards',15
edwards.,7
"efficiency,",2
"effort,",5
efianayi,2
eight,484
"eight,",9
eight-year,1
eight:,3
eke,4
elbert,1
elbow.,3
elections.,1
elementari,1
eleven,2
elfrid,7
email,8
emes,4
emin,1
emmert,1
"emotionally,",2
emphas,1
employ,2
end-all.,1
end-of-gam,1
end.,54
endings.,1
enforc,5
england,2
english,4
enhanc,2
ennis.,1
"enormous,",1
ensur,10
entic,2
entrench,4
environment.,2
"episode,",2
erik,12
"ernie,",1
erron,2
error.,2
errors.,1
"erupted,",1
especi,63
espinoza-hunt,5
espinoza-hunter.,1
espn),1
"ethics,",1
ethnic,1
"euro-step,",1
"everett,",1
"everything,",1
everywher,12
everywhere:,1
ex-arizona,1
exact,10
"example,",3
exciting.,4
execute.,2
"executives,",1
exhal,4
exhibition),2
exit,19
"exonerated,",1
expel,1
expens,6
"expenses,",2
experienced.,1
expertis,1
expire.,1
expired.,5
exposur,3
extra-speci,1
eye,25
ezeigbo,4
ezi,1
fabbri,1
fabric.,2
"face,",7
face-guard,1
face-tim,1
facebook.,4
"faced,",1
factor,21
fade,9
fair,9
fairli,2
fake,6
"falling,",1
fallout,5
"families,",4
fanci,1
fare,4
farleigh,2
"fast,",4
fast-pac,6
father',4
father.,6
favorit,34
favors:,1
fb,1
fbi,22
fear-induc,1
feat,4
february',1
february.,15
february.),1
feedback,4
"feel,",2
"feeling,",7
"fees,",2
feisti,5
"feisty,",2
felicia,1
felicio,1
ferguson,2
"fgcu,",1
fifth-lead,2
fight.,6
filter,1
final?,1
finalist,14
finalists.,1
financ,2
"fine,",3
finger,14
finger-rol,3
fingerprint,1
finney-smith,2
first-half,41
first-tim,11
firsthand,2
fits.,2
"fitzpatrick,",2
five,543
fla.,52
flagrant,5
flair.,1
flashback,1
flashi,1
flight,8
flirt,6
flock,1
floodwat,1
floor-clog,1
florida,376
flu,2
flyin’,1
flyknit,1
focus,46
"focus,",1
focused.,1
foe,14
"food,",1
"footing,",1
footwork,2
fordham,16
formal,2
"fortunately),",1
fought,26
fouled.,13
fouling.,1
found,106
"found,",1
four',1
four.,106
"fournier,",1
fourth-,1
"fracture,",1
frame.,1
"france,",2
franchise-record-ti,1
frazier,4
fred',2
fredett,6
"frequently,",1
"freshman,",24
"friction,",1
"friday,",45
friday:,3
friends;,1
frontcourt,10
frontrunn,1
fsu,10
fuehr,17
fuel.,1
fulfilling.,2
funnel,4
furious,2
futures.,2
g-league.,1
g/f,3
gabe,22
gabl,3
gallinari',2
gambling-rel,1
game),3
"game),",1
games.,194
gamewin,1
gassnola,3
"gathering,",2
"gators,",2
gaudi,1
gay',1
"gear,",1
"geography,",1
georgi,1
gere,4
gerrit,1
"gervin,",1
get.,7
giant,9
"giant,",2
gift.,3
gilmor,1
glamour.,1
glass.,14
gleeful.,1
gloat,1
glusac,2
"go!,",1
go-ahead,28
"goal,",2
"gofundme,",1
going.,22
gold.,1
goldberg,2
golden,143
gone.,4
"gonzaga,",27
gonzaga:,4
gonzal,6
"gonzales,",3
"good,'",1
goodman,9
googl,5
gorgeou,1
government.,1
"gq,",1
grab,109
"grandchild,",1
"grandfather,",3
"granted,",2
grave,14
"grave,",1
gravit,1
great;,1
green-clad,3
"greensboro,",11
greet,4
gregg,16
grim,1
grin.,2
grinder,1
grit,2
grizzlies',2
grizzlies.,4
grow,30
"growth,",2
gruesom,8
guaranteed.,2
guarded.,1
"guards,",7
guevara,3
guevara',1
guin,1
gustafson,31
"gustafson,",8
gut,4
"guys,",19
habitu,2
"hachimura,",4
hagan,17
hakeem,6
hall.,6
hama,1
hamstrung,1
handcuff,1
handl,34
"hands,",1
"handshake,",1
"hannah,",1
happened.,8
"happening,",2
"happiness,",1
happy',1
happy.,5
"hard,",17
hard-fought,2
hard-press,4
harden-lik,1
harmey,1
"harmeyer,",1
harmlessli,1
"harms,",1
harper’,1
harrigan,6
harris',1
harris.,3
"harsher,",1
hartford',2
hartford.,12
"has,",6
has:,1
haul,4
hawaii.,1
hawks',2
hawks.,6
hayn,1
"hayward,",1
"heal,",2
heard.,1
heartbreak,2
"heartbreak,",1
heartfelt,1
"hearts,",1
hearts:,1
heav,7
heavi,13
heavili,7
"hebard,",1
heights.,1
held.,1
helper,1
"helps,",1
henri,56
henrik,3
her.,14
herenda,13
hernangomez,3
heroin,1
herro,33
"herro,",10
heusser,1
hide,5
hield',1
high-fli,6
high-low,1
high-volum,1
"higher,",1
highest-rank,1
"highest-scoring,",2
"highflying,",1
highs.,1
him.,89
"himself,",11
hire,62
hispan,1
hit.,4
hitler,1
hofstra,2
hold,114
hole.,9
"holiday,",2
holist,2
"home,",25
home:,2
homeless,1
homer,4
"homer,",2
hone,1
"hoodie,",2
hoop,30
hoover,9
horn,2
horns?,1
hot-ticket,1
"hours,",5
hous,43
how',1
howel,2
howland,1
http://bit.ly/2cvamu,4
http://bit.ly/2hzcslw,4
http://bit.ly/2uqcabd,4
https://apnews.com/tag/nba,2
https://bit.ly/2cy7uuo,4
https://bit.ly/2nqzy4v,4
https://twitter.com/ap_top25,2
humbl,8
"humility,",1
hundr,9
hung,24
hungrier,1
hunter,49
hunter’,1
"hunting,",1
hur,1
"hurt,",7
"huskies,",4
hyperkinet,1
ident,4
identity.,2
igna,18
ignit,12
ikaba,1
illinoi,8
imag,10
iman,1
immigr,9
impact?',1
"important-,",1
in,40
inc',1
inc.,12
included.,1
inclus,3
incognito,2
incorrect,1
increase.,2
index,2
"index,",2
indiana',6
indiana.,8
individu,25
indoor,2
infectious.,1
inferior,1
infraction.,1
"ingram,",1
ingredi,5
initials.,1
injury?,1
inner,1
innings.,1
insecure.,2
inside-out,1
insight,2
"instance,",5
instances.,1
instead.,3
"instinct,",1
interior,6
"intermission,",1
interst,2
"into,",1
investigation;,1
iowa',8
iowa.,45
iraq.),1
irekpitan,1
ireland,4
irish',2
irish.,1
irk,2
"irvine,",7
irvine:,3
irwin’,1
is),2
ish,3
"isla,",1
island.,1
"israel,",1
issues.,3
it'll,12
it.',1
it;,2
it’,83
iverson,2
iwandu,1
"izzo,",11
izzo’,2
j.d.,1
jackpot,2
jackrabbits',3
jackrabbits.,5
jackson,48
"jackson,",7
jaelyn,2
jallow,2
january.,10
jaren,6
jashaun,1
jatari,1
jaxson,1
jay,20
jayhawks’,2
"jean,",1
"jeff,",1
jeffrey,14
"jeopardy,",1
"jerebko,",1
jericho,1
jessi,2
jet,3
jitters?,1
"jobs,",2
jodi,3
joe',1
john's.,3
joked.,4
jolt,2
jones',7
jones.,8
jong,1
jordin,3
journey.,3
joy,15
"jr.,",14
jubil,2
juici,8
"jump,",2
junkie.,1
jurisdict,1
"kabengele,",4
kabengl,1
kai,2
"kalani,",1
kamala,1
"kane,",1
kansas’,2
kapp,1
katie',1
kavanaugh,2
kegler.,1
keita,1
keith,2
kelvin,12
kenni,30
kenpom.com',1
kenpom.com.,3
keri,1
key,95
kick,20
kidd-gilchrist,6
kidney,1
"kids,",1
kill,17
kim,20
kinda,1
king',3
king.,2
kira,4
kispert',1
kiss,1
kitija,1
klay,10
klein,2
"klein,",2
knee-to-kne,2
knew,137
knicks',2
knicks.,7
knight',1
knockdown,1
kobi,1
koepka,1
konchalski’,1
kristi,1
kristian,5
kristin,6
krzyzewski’,2
kuruc,1
kurz,2
kyler,2
"kyler,",1
l.s.u.’,3
"lackadaisical,",1
lag,2
lajahna,2
"lamb,",2
lamonté,1
lancers.,1
landrum.,1
landscap,2
lard,1
"larger,",1
larri,20
laser,1
"lasker,",1
last-minut,5
laster',1
lasts.,1
latch,1
late,192
late-even,1
latvian-born,1
laugh,8
laugher,1
lautier-ogunley,5
lavin,5
lawson?,1
"lay-up,",2
leader,53
"leagues,",2
leaker,2
"leap,",2
least.,1
lefties.,2
legit,1
legitim,5
length,20
leonard,47
leonhardt,2
lessons,1
let’,2
lewi,19
"lexington,",12
liber,1
lie.,1
"lifetime,",2
light,15
"lightfoot,",1
liked.,1
"likely,",2
"likeness,",1
liliahn,1
lines.,1
lippen,1
list,53
literari,4
"lithuanian,",1
loaded.,1
local):,1
locat,8
"location,",1
"locomotive,",2
"lodged,",1
log,2
lon,4
long-handl,1
longer.,4
longer.',2
longhorn,13
longshot,1
looks.,2
loom,2
"loose,",2
lord,2
loretta,1
"lose,",9
loser,2
"loss,",17
lotteri,48
lou,29
loui,28
lounge',1
lovel,2
"low-net,",1
lowest-scor,1
loyola,8
"loyola-chicago,",1
loyola-chicago’,1
lubbock,2
"lubbock,",1
luc,1
luguentz,4
lunardi,1
"lupfer,",1
luxuri,6
lynx,1
mabri,1
machine.,2
"mackenzie,",1
maddest,2
maddow,1
made,853
magazin,9
magbegor,1
magnetized.,1
mahom,1
"maintain,",1
majors?,1
make,826
malaysian,1
"mann,",2
manpow,1
"mansion,",1
"manu,",1
many.,1
march,178
"march,",10
march:,1
marco,7
margin,42
marker,2
marks:,1
marlon,1
maroon-and-gold,2
marquett,100
martelli,1
"martelli,",1
martina,1
"mary's,",4
mary's:,1
marymount',1
mascot.,1
massachusett,3
massinburg.,2
masterpiec,2
masters.,2
match.,1
matchups.,2
matern,2
"matsuyama,",1
matt,75
maverick,44
mavericks',1
mavericks.,4
max-salari,1
maxey,2
maxim,5
mays’,1
mc.,1
"mccall,",1
"mccollum,",2
mccormick',2
mcdonald’s.,1
mcenro,1
mcgee,9
"mcgee,",1
mcghee,3
mcgruder,6
mcneill,1
"mcwilliams,",1
"me,’",1
meant,14
"meantime,",4
"measurements,",2
meat,1
media,192
"media,",2
media:,4
men,34
merced,1
mercer,21
mesh,1
"methamphetamine,",1
"metric,",2
"mexico,",3
mi,29
miami-orlando,1
michel,2
"mickelson,",1
micromanag,1
mid-american,14
mid-contin,1
midfield,1
midwest,125
midwest.,3
mild:,2
miles',4
miles.,4
milestone.,2
